,pdf_name,page_number,paddle_max_probabilities,microsoft_max_probabilities,table_found
71,vital_statistics_3_2017_AE,4,0.97327113,0.5080575942993164,False
72,Building_Permit_Completed_Building_QSA_AnBu_AE_2021,27,0.0,0.4393043518066406,False
73,3_Mining_quarrying_Statistics_2016_AE,7,0.3058887,0.4590183198451996,False
74,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,18,0.3145651,0.4835267066955566,False
75,Health_6_2015_AE,22,0.9504565,0.7352807521820068,False
76,Environment_11_2017_AE,32,0.97428787,0.0,False
77,8_Hotels_and_Resturants_AE_2018,2,0.0,0.7873715758323669,False
78,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,30,0.98230207,0.4491437375545501,False
79,Education_Chapter_4_2018_AE,33,0.981335,0.7029402852058411,False
80,3_Manufacturing_Statistics_2020_AE,16,0.0,0.7215734124183655,False
81,11_Banks_and_Insur_2019_AE,16,0.0,0.7873715758323669,False
82,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,48,0.0,0.0,False
83,1_Agricuitural_2020_AE,2,0.0,0.7873715758323669,False
84,11_Banks_and_Insur_2019_AE,4,0.0,0.6856279969215393,False
85,Transport_Communications_AnBu_AE_2015,15,0.0,0.6628828644752502,False
86,Eco_Agriculture_Chapter_1_AE_2015,1,0.0,0.6816790699958801,False
87,Hotels_and_Resturants_QSA_AnBu_AE_2019,47,0.0,0.7595219612121582,False
88,vital_marriage_divorce_qatar_2019_AE,110,0.0,0.3458659052848816,False
89,Population_Social_Statistics_Q1_2022_AE,52,0.0,0.4249637126922607,False
90,Population_Social_Statistics_Q1_2022_AE,46,0.0,0.6971136331558228,False
91,Building_Permit_Completed_Building_QSA_AnBu_AE_2022,9,0.39823195,0.3582886159420013,False
92,vital_marriage_divorce_qatar_2019_AE,21,0.9312437,0.4439300298690796,False
93,vital_marriage_divorce_qatar_2019_AE,25,0.9763951,0.0,False
94,vital_marriage_divorce_qatar_2019_AE,19,0.7562307,0.0,False
95,1_Agricuitural_2021_AE,8,0.0,0.859200119972229,False
96,Building_Permit_Completed_Building_QSA_AnBu_AE_2021,3,0.0,0.4028417766094208,False
97,Population_Social_Statistics_Q1_2022_AE,42,0.0,0.31122025847435,False
98,vital_marriage_divorce_qatar_2019_AE,114,0.7974274,0.303474873304367,False
99,Transport_Communications_AnBu_AE_2015,11,0.0,0.5873472690582275,False
100,4-Electricity_2016_AE,1,0.0,0.6231878995895386,False
101,11_Banks_and_Insur_2017_AE,14,0.0,0.8569576144218445,False
102,Eco_Agriculture_Chapter_1_AE_2015,5,0.0,0.643716037273407,False
103,Bulletin_Births_Deaths_2014_AE,123,0.92590314,0.9694808721542358,False
104,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,64,0.98414844,0.0,False
105,Hotels_and_Resturants_QSA_AnBu_AE_2016,22,0.0,0.859200119972229,False
106,3_Manufacturing_Statistics_2020_AE,12,0.0,0.4233788549900055,False
107,Hotels_and_Resturants_QSA_AnBu_AE_2016,36,0.0,0.859200119972229,False
108,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,58,0.9845953,0.0,False
109,10_Transport_and_Communication_AE_2020,20,0.0,0.0,False
110,3_Mining_quarrying_Statistics_2016_AE,3,0.0,0.5864237546920776,False
111,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,20,0.9790995,0.4249884784221649,False
112,8_Hotels_and_Resturants_AE_2018,6,0.95396733,0.5264892578125,False
113,Hotels_and_Resturants_QSA_AnBu_AE_2016,9,0.0,0.8299071788787842,False
114,Hotels_and_Resturants_AE_2021,23,0.0,0.859200119972229,False
115,physical_Climate_Features_2017_AE,2,0.5062039,0.5498435497283936,False
116,10_Banks_Insur_2016_AE,24,0.0,0.3665584325790405,False
117,10_Transport_and_Communication_AE_2019,2,0.0,0.7873715758323669,False
118,10_Transport_and_Communication_AE_2017,19,0.9663088,0.0,False
119,10_Transport_and_Communication_AE_2019,3,0.53472465,0.4399281442165375,False
120,11_Banks_and_Insur_2020_AE,1,0.0,0.6432583928108215,False
121,Hotels_and_Resturants_AE_2021,22,0.0,0.3985994756221771,False
122,10_Banks_Insur_2016_AE,19,0.0,0.4556522071361542,False
123,Pop_Population_Chapter_AnAb_AE_2014,14,0.9590787,0.0,False
124,Hotels_and_Resturants_QSA_AnBu_AE_2016,8,0.3147491,0.0,False
125,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,35,0.0,0.0,False
126,Environment_11_2017_AE,23,0.98046845,0.4043833315372467,False
127,vital_statistics_3_2020_AE,14,0.9489512,0.7048547863960266,False
128,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,21,0.0,0.859200119972229,False
129,3_Mining_quarrying_Statistics_2016_AE,2,0.0,0.7823679447174072,False
130,vital_statistics_3_2017_AE,1,0.0,0.6225851774215698,False
131,physical_Climate_Features_2015_AE,8,0.93534094,0.0,False
132,3_Manufacturing_Statistics_2020_AE,13,0.0,0.5137404203414917,False
133,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,59,0.0,0.859200119972229,False
134,Hotels_and_Resturants_QSA_AnBu_AE_2016,23,0.38767195,0.6489930748939514,False
135,Environment_11_2017_AE,2,0.41177627,0.792914867401123,False
136,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,65,0.0,0.859200119972229,False
137,Bulletin_Births_Deaths_2014_AE,122,0.98821276,0.0,False
138,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,71,0.0,0.859200119972229,False
139,Eco_Agriculture_Chapter_1_AE_2015,4,0.0,0.7873715758323669,False
140,11_Banks_and_Insur_2017_AE,15,0.0,0.6629847884178162,False
141,Transport_Communications_AnBu_AE_2015,10,0.0,0.4123955965042114,False
142,11_Banks_and_Insur_2019_AE,1,0.0,0.6432583928108215,False
143,vital_marriage_divorce_qatar_2019_AE,101,0.98614085,0.6073617339134216,False
144,vital_marriage_divorce_qatar_2019_AE,129,0.3154478,0.5676663517951965,False
145,Building_Permit_Completed_Building_QSA_AnBu_AE_2021,2,0.0,0.8569576144218445,False
146,7_Security_2020_AE,17,0.96445185,0.6863072514533997,False
147,6_wholesale_retail_trade_2016_AE,6,0.30303743,0.4076646864414215,False
148,Security2014,1,0.0,0.6972443461418152,False
149,Bulletin_Births_Deaths_2014_AE,43,0.9841584,0.801446795463562,False
150,Eco_Electricity_Chapter_AnAb_AE_2012,2,0.0,0.3459699153900146,False
151,11_Banks_and_Insur_2018_AE,15,0.0,0.7873715758323669,False
152,4-Electricity_2014_AE,9,0.0,0.0,False
153,Bulletin_Births_Deaths_2014_AE,41,0.98688114,0.8925886750221252,False
154,1_Population_2015,18,0.97706336,0.0,False
155,4-Electricity_2016_AE,2,0.0,0.7823679447174072,False
156,11_Banks_and_Insur_2019_AE,3,0.50516385,0.5370003581047058,False
157,8_Hotels_and_Resturants_AE_2021,8,0.0,0.3349992632865906,False
158,Transport_Communications_AnBu_AE_2015,12,0.0,0.0,False
159,Eco_Agriculture_Chapter_1_AE_2015,6,0.0,0.7873715758323669,False
160,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,73,0.0,0.859200119972229,False
161,Bulletin_Births_Deaths_2014_AE,120,0.95488685,0.4844835102558136,False
162,3_Manufacturing_Statistics_2020_AE,11,0.3635846,0.617162823677063,False
163,Hotels_and_Resturants_QSA_AnBu_AE_2016,35,0.6460985,0.721729576587677,False
164,Population_Social_Statistics_Q1_2023_AE,45,0.3920819,0.4338210523128509,False
165,3-Electricity_2020_AE,9,0.9103238,0.0,False
166,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,37,0.0,0.859200119972229,False
167,vital_statistics_3_2020_AE,16,0.98238176,0.6575791835784912,False
168,Environment_11_2017_AE,21,0.98605657,0.7405852675437927,False
169,Environment_11_2014_AE,5,0.98533404,0.8004294037818909,False
170,Hotels_and_Resturants_AE_2021,34,0.0,0.859200119972229,False
171,10_Transport_and_Communication_AE_2019,1,0.0,0.7231844663619995,False
172,physical_Climate_Features_2017_AE,1,0.0,0.6535477042198181,False
173,11_Banks_and_Insur_2020_AE,3,0.47944888,0.5427135825157166,False
174,Eco_Agriculture_Chapter_AnAb_AE_2013,10,0.85906065,0.0,False
175,11_Banks_and_Insur_2020_AE,2,0.0,0.7873715758323669,False
176,Hotels_and_Resturants_AE_2021,21,0.0,0.859200119972229,False
177,1_Agricuitural_2017_AE,13,0.0,0.4271917045116424,False
178,vital_statistics_3_2017_AE,2,0.47355688,0.4915103912353515,False
179,3_Mining_quarrying_Statistics_2016_AE,1,0.0,0.6631816029548645,False
180,7_Hotels_and_Resturants_AE_2014,8,0.0,0.5484936237335205,False
181,Hotels_and_Resturants_QSA_AnBu_AE_2016,20,0.0,0.859200119972229,False
182,Hotels_and_Resturants_QSA_AnBu_AE_2016,34,0.0,0.859200119972229,False
183,Bulletin_Births_Deaths_2014_AE,121,0.76527464,0.0,False
184,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,72,0.9832554,0.3193669021129608,False
185,Environment_11_2017_AE,1,0.0,0.6571202874183655,False
186,11_Banks_and_Insur_2017_AE,16,0.0,0.7823679447174072,False
187,Eco_Agriculture_Chapter_1_AE_2015,7,0.0,0.5666221380233765,False
188,11_Banks_and_Insur_2019_AE,2,0.0,0.7873715758323669,False
189,Transport_Communications_AnBu_AE_2015,13,0.0,0.3459699153900146,False
190,4-Electricity_2016_AE,3,0.0,0.4027389585971832,False
191,Population_Social_Statistics_Q1_2022_AE,40,0.80267936,0.5536322593688965,False
192,sport_Youth__2019_AE,89,0.8001095,0.6379247903823853,False
193,vital_marriage_divorce_qatar_2019_AE,116,0.95500976,0.6516145467758179,False
194,1_Agricuitural_2016_AE,17,0.0,0.5788434147834778,False
195,Building_Permit_Completed_Building_QSA_AnBu_AE_2021,1,0.0,0.0,False
196,Education_Chapter_4_2016_AE,33,0.98290414,0.903677225112915,False
197,7_Security_2020_AE,14,0.98684853,0.6399344205856323,False
198,Environment_11_2019_AE,32,0.9716846,0.0,False
199,Security2014,2,0.31219205,0.6399583220481873,False
200,Eco_Electricity_Chapter_AnAb_AE_2012,1,0.0,0.63179612159729,False
201,11_Banks_and_Insur_2018_AE,14,0.0,0.7218729257583618,False
202,Annual_Bulletin_Industry_Energy_2017_AE,10,0.0,0.7714415788650513,False
203,vital_statistics_3_2019_AE,18,0.9838807,0.558866560459137,False
204,Hotels_and_Resturants_AE_2021,1,0.0,0.4662913978099823,False
205,vital_marriage_divorce_qatar_2019_AE,68,0.0,0.0,False
206,Environmental2015,26,0.97682816,0.8165364265441895,False
207,Health_6_2017_AE,19,0.9792027,0.8018307089805603,False
208,10_Transport_and_Communication_AE_2018,20,0.0,0.0,False
209,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,9,0.5150936,0.7476254105567932,False
210,3_Manufacturing_Statistics_2019_AE,23,0.0,0.0,False
211,Annual_Bulletin_Industry_Energy_2017_AE,7,0.0,0.5389071106910706,False
212,11_Banks_and_Insur_2017_AE,3,0.54309684,0.46293905377388,False
213,sport_Youth__2019_AE,11,0.9518943,0.636367917060852,False
214,Hotels_and_Resturants_QSA_AnBu_AE_2016,47,0.0,0.8342792987823486,False
215,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,29,0.0,0.859200119972229,False
216,Bulletin_Births_Deaths_2014_AE,6,0.0,0.5683519840240479,False
217,Pop_Population_Chapter_AnAb_AE_2014,3,0.0,0.4513886868953705,False
218,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,15,0.49463338,0.7862057685852051,False
219,Soc_Education_Chapter_AnAb_AE_2012,10,0.9805155,0.0,False
220,Security2014,28,0.0,0.0,False
221,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,51,0.0,0.859200119972229,False
222,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,45,0.0,0.859200119972229,False
223,7_Security_2022_AE,15,0.9832814,0.0,False
224,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,79,0.0,0.859200119972229,False
225,Population_Social_Statistics_Q1_2023_AE,37,0.0,0.5547596216201782,False
226,7_Security_2019_AE,27,0.0,0.0,False
227,Population_Social_Statistics_Q1_2022_AE,4,0.98747694,0.9981410503387452,False
228,physical_Climate_Features_2019_AE,1,0.0,0.6334863305091858,False
229,Hotels_and_Resturants_AE_2021,46,0.0,0.859200119972229,False
230,7_Security_2019_AE,26,0.92408085,0.4786166846752167,False
231,Population_Social_Statistics_Q1_2022_AE,5,0.9889173,0.9988609552383424,False
232,Environment_MDPS_AE_2013,5,0.935886,0.6608211994171143,False
233,vital_statistics_3_2017_AE,23,0.98540217,0.6275104880332947,False
234,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,78,0.98379797,0.4378765523433685,False
235,Population_Social_Statistics_Q1_2023_AE,36,0.0,0.0,False
236,2_Mining_quarrying_Statistics_2020_AE,1,0.0,0.6845323443412781,False
237,vital_statistics_3_2019_AE,2,0.5481678,0.468688815832138,False
238,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,44,0.98043686,0.0,False
239,7_wholesale_retail_trade_2018_AE,7,0.0,0.5418890714645386,False
240,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,50,0.9768347,0.3912611901760101,False
241,Soc_Education_Chapter_AnAb_AE_2012,11,0.96647006,0.8995383381843567,False
242,Soc_Education_Chapter_AnAb_AE_2012,39,0.9837405,0.7670742273330688,False
243,Environment_11_2014_AE,24,0.9779944,0.7917087078094482,False
244,Security2014,15,0.9698118,0.6895571947097778,False
245,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,14,0.6036976,0.7367895245552063,False
246,Bulletin_Births_Deaths_2014_AE,7,0.0,0.379904180765152,False
247,Pop_Population_Chapter_AnAb_AE_2014,2,0.0,0.6579223275184631,False
248,Hotels_and_Resturants_QSA_AnBu_AE_2016,46,0.0,0.859200119972229,False
249,9_Transport_and_Communication_AE_2015,1,0.0,0.7038459777832031,False
250,Environment_11_2019_AE,1,0.0,0.6563438177108765,False
251,3_Manufacturing_Statistics_2018_AE,1,0.0,0.7581642270088196,False
252,11_Banks_and_Insur_2017_AE,2,0.0,0.7823679447174072,False
253,7_wholesale_retail_trade_2021_AE,7,0.0,0.0,False
254,vital_statistics_3_2020_AE,2,0.5481678,0.468688815832138,False
255,7_Security_2022_AE,1,0.0,0.7127953767776489,False
256,Annual_Bulletin_Industry_Energy_2017_AE,6,0.5908623,0.7862616181373596,False
257,3_Manufacturing_Statistics_2019_AE,22,0.0,0.856538712978363,False
258,2_Mining_quarrying_Statistics_2019_AE,1,0.0,0.6599529385566711,False
259,Population_Social_Statistics_Q1_2022_AE,32,0.0,0.0,False
260,Bulletin_Births_Deaths_2014_AE,26,0.98051053,0.7155197858810425,False
261,vital_marriage_divorce_qatar_2019_AE,69,0.0,0.3204953968524933,False
262,vital_marriage_divorce_qatar_2019_AE,96,0.9522237,0.5484150648117065,False
263,Eco_Agriculture_Chapter_AnAb_AE_2012,1,0.0,0.6448980569839478,False
264,Health_6_2012_AE,1,0.0,0.600028395652771,False
265,Annual_Bulletin_Industry_Energy_2017_AE,11,0.0,0.4347302913665771,False
266,Annual_Bulletin_Industry_Energy_2017_AE,13,0.0,0.5660491585731506,False
267,Education_Chapter_4_2021_AE,11,0.9847182,0.6948726177215576,False
268,vital_statistics_3_2019_AE,33,0.95331514,0.5749084949493408,False
269,vital_statistics_3_2019_AE,27,0.0,0.3269610404968261,False
270,Hotels_and_Resturants_AE_2021,2,0.0,0.859200119972229,False
271,Eco_Agriculture_Chapter_AnAb_AE_2012,3,0.0,0.5290648341178894,False
272,Soc_Education_Chapter_AnAb_AE_2012,5,0.95591295,0.8695406317710876,False
273,8_Media_Culture_Tourism_2021_AE,4,0.9851923,0.4581382274627685,False
274,Bulletin_Births_Deaths_2014_AE,24,0.9760515,0.0,False
275,3_Manufacturing_Statistics_2019_AE,20,0.0,0.8988981246948242,False
276,Population_Social_Statistics_Q1_2022_AE,30,0.0,0.0,False
277,Hotels_and_Resturants_QSA_AnBu_AE_2019,19,0.0,0.732076108455658,False
278,2_Mining_quarrying_Statistics_2019_AE,3,0.32824984,0.5812746286392212,False
279,10_Transport_and_Communication_AE_2018,8,0.0,0.0,False
280,3_Manufacturing_Statistics_2018_AE,3,0.48123094,0.0,False
281,sport_Youth__2019_AE,12,0.67619985,0.632063090801239,False
282,Eco_Electricity_Chapter_AnAb_AE_2013,9,0.66654307,0.0,False
283,vital_statistics_3_2018_AE,23,0.98516965,0.6241196990013123,False
284,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,16,0.0,0.7765567898750305,False
285,Bulletin_Births_Deaths_2014_AE,5,0.63135916,0.3314149677753448,False
286,Environment_MDPS_AE_2013,19,0.98404336,0.0,False
287,11_Banks_and_Insur_2021_AE,24,0.0,0.6434474587440491,False
288,2_Mining_quarrying_Statistics_2020_AE,3,0.3808735,0.3411042094230652,False
289,Population_Social_Statistics_Q1_2022_AE,7,0.0,0.4375526010990143,False
290,Population_social_1_2019_AE,14,0.9701945,0.0,False
291,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,4,0.0,0.77508944272995,False
292,1_Agricuitural_2017_AE,6,0.0,0.4888163805007934,False
293,Hotels_and_Resturants_AE_2021,45,0.0,0.5553427338600159,False
294,physical_Climate_Features_2019_AE,2,0.5620859,0.5099548101425171,False
295,Hotels_and_Resturants_AE_2021,44,0.0,0.859200119972229,False
296,sport_Youth_12_2021_AE,8,0.60094833,0.422490656375885,False
297,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,5,0.0,0.859200119972229,False
298,Population_Social_Statistics_Q1_2022_AE,6,0.98848706,0.9984037280082704,False
299,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,84,0.0,0.9434120655059814,False
300,2_Mining_quarrying_Statistics_2020_AE,2,0.0,0.7823679447174072,False
301,Population_Social_Statistics_Q1_2023_AE,21,0.0,0.6079118251800537,False
302,Education_Chapter_4_2018_AE,44,0.9308241,0.6501495838165283,False
303,Population_Social_Statistics_Q1_2023_AE,8,0.38007984,0.529872715473175,False
304,11_Banks_and_Insur_2021_AE,19,0.0,0.0,False
305,vital_statistics_3_2019_AE,1,0.0,0.6225851774215698,False
306,Environment_11_2014_AE,33,0.9759272,0.0,False
307,Pop_Population_Chapter_AnAb_AE_2014,1,0.0,0.7462601661682129,False
308,Bulletin_Births_Deaths_2014_AE,4,0.35978666,0.3903675973415375,False
309,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,17,0.34072277,0.7921448349952698,False
310,Social_and_Population_1_2017_AE,18,0.97706336,0.0,False
311,7_Security_2019_AE,9,0.985413,0.5883134007453918,False
312,Environment_11_2019_AE,2,0.31113017,0.4896146357059479,False
313,9_Transport_and_Communication_AE_2015,2,0.0,0.4891827702522278,False
314,3_Manufacturing_Statistics_2018_AE,2,0.0,0.7823679447174072,False
315,11_Banks_and_Insur_2017_AE,1,0.0,0.6966765522956848,False
316,Hotels_and_Resturants_QSA_AnBu_AE_2019,24,0.0,0.859200119972229,False
317,vital_statistics_3_2020_AE,1,0.0,0.6225851774215698,False
318,7_Security_2022_AE,2,0.4729432,0.5310423970222473,False
319,Hotels_and_Resturants_QSA_AnBu_AE_2019,18,0.0,0.4352701604366302,False
320,11_Banks_and_Insur_2020_AE,21,0.50785536,0.41379514336586,False
321,2_Mining_quarrying_Statistics_2019_AE,2,0.0,0.7873715758323669,False
322,3_Manufacturing_Statistics_2019_AE,21,0.6346327,0.6369621157646179,False
323,Population_Social_Statistics_Q1_2022_AE,25,0.0,0.0,False
324,Soc_Education_Chapter_AnAb_AE_2012,4,0.92519844,0.6751254200935364,False
325,Environmental2015,24,0.9786952,0.0,False
326,Eco_Agriculture_Chapter_AnAb_AE_2012,2,0.0,0.6503250598907471,False
327,sport_12_2016_AE,8,0.9823546,0.8598087430000305,False
328,Hotels_and_Resturants_AE_2021,3,0.0,0.552954912185669,False
329,Education_Chapter_4_2021_AE,10,0.7852972,0.8456304669380188,False
330,Annual_Bulletin_Industry_Energy_2017_AE,12,0.0,0.5020788908004761,False
331,Health_6_2012_AE,2,0.3282236,0.6688511371612549,False
332,Hotels_and_Resturants_AE_2021,7,0.0,0.3461659550666809,False
333,vital_marriage_divorce_qatar_2019_AE,1,0.0,0.8101720213890076,False
334,Annual_Bulletin_Industry_Energy_2017_AE,16,0.0,0.3002419769763946,False
335,Bulletin_Births_Deaths_2014_AE,21,0.98566216,0.9584749341011048,False
336,Bulletin_Births_Deaths_2014_AE,35,0.9702617,0.568881094455719,False
337,Environment_11_2021_AE,8,0.95280886,0.7455176711082458,False
338,Education_Chapter_4_2016_AE,8,0.97279847,0.6915335655212402,False
339,8_Media_Culture_Tourism_2021_AE,1,0.0,0.6778353452682495,False
340,3_Manufacturing_Statistics_2019_AE,19,0.0,0.0,False
341,Hotels_and_Resturants_QSA_AnBu_AE_2019,34,0.0,0.859200119972229,False
342,11_Banks_and_Insur_2020_AE,19,0.0,0.3906997144222259,False
343,Hotels_and_Resturants_QSA_AnBu_AE_2019,20,0.0,0.859200119972229,False
344,Annual_Bulletin_Industry_Energy_2017_AE,1,0.30286163,0.0,False
345,physical_Climate_Features_2021_AE,9,0.9841302,0.67190021276474,False
346,3_Manufacturing_Statistics_2019_AE,25,0.0,0.7288857698440552,False
347,3_Manufacturing_Statistics_2019_AE,8,0.0,0.7348395586013794,False
348,11_Banks_and_Insur_2017_AE,5,0.0,0.7823679447174072,False
349,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,13,0.34219086,0.8276166319847107,False
350,9_Transport_and_Communication_AE_2015,6,0.0,0.4347468614578247,False
351,Building_Permit_Completed_Building_QSA_AnBu_AE_2022,27,0.0,0.0,False
352,Security2014,12,0.98666596,0.9625345468521118,False
353,3_Manufacturing_Statistics_2020_AE,8,0.0,0.6567615270614624,False
354,11_Banks_and_Insur_2021_AE,21,0.30154517,0.5565518736839294,False
355,Population_Social_Statistics_Q1_2023_AE,31,0.34658667,0.0,False
356,Population_Social_Statistics_Q1_2023_AE,19,0.5940352,0.4711476564407348,False
357,The_Annual_Bulletin_of_Economic_Statistics_2018_AE,57,0.0,0.859200119972229,False
358,The_Annual_Bulletin_of_Economic_Statistics_2020_AE,1,0.0,0.0,False
